wikipedia_title,akasha_source,akasha_title,matched_concept_families,semantic_score,author,topics,licence_status,reuse_decision,provenance_status,source_type,record_id,url
Reincarnation,Google Drive,Buddhist Suttas A-Z,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,unknown,1aSYN2HQz5WEUL-YOcV9wpnnAgCMAnzlZ,https://drive.google.com/drive/folders/1aSYN2HQz5WEUL-YOcV9wpnnAgCMAnzlZ
Reincarnation,Google Drive,Buddhist-Legends-1.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Mythology & Folklore,unknown,INDEX_ONLY,metadata_only,article,1yDTHSNrrXapvZA-3BFpWMcuR-BK-oJ6H,https://drive.google.com/file/d/1yDTHSNrrXapvZA-3BFpWMcuR-BK-oJ6H/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Legends-2.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Mythology & Folklore,unknown,INDEX_ONLY,metadata_only,article,149977AH226c4hkfHHHNhuxzULeprE12s,https://drive.google.com/file/d/149977AH226c4hkfHHHNhuxzULeprE12s/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Legends-3.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Mythology & Folklore,unknown,INDEX_ONLY,metadata_only,article,1-K0qVFJpWza3Nc3SKqdnGFlhZRQiUavp,https://drive.google.com/file/d/1-K0qVFJpWza3Nc3SKqdnGFlhZRQiUavp/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Meditation-and-Depth-Psychology.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,1NP_4Udrp9fd5xqRVzqezmzhzEDnKX2tb,https://drive.google.com/file/d/1NP_4Udrp9fd5xqRVzqezmzhzEDnKX2tb/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Scriptures-by-Edward-Conze.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1qQOj_E9czNhgOkyBcQpxyz4cr4ZpJ_c8,https://drive.google.com/file/d/1qQOj_E9czNhgOkyBcQpxyz4cr4ZpJ_c8/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-A1.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1gGndeLNNEmiYnmTkSAnt-YQriWY0qreP,https://drive.google.com/file/d/1gGndeLNNEmiYnmTkSAnt-YQriWY0qreP/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-A2.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1qamZ5rST0_mSS-NLLCyuZC508opXi6Bk,https://drive.google.com/file/d/1qamZ5rST0_mSS-NLLCyuZC508opXi6Bk/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-B.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Alls_ENJfS9AY6nskw4eMeIwi8Z9QoDT,https://drive.google.com/file/d/1Alls_ENJfS9AY6nskw4eMeIwi8Z9QoDT/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-C.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1eR33MFggj_ekD_5uYdTLl_NoBc8vYnlr,https://drive.google.com/file/d/1eR33MFggj_ekD_5uYdTLl_NoBc8vYnlr/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-D.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1M2SCME9iJsycEVmVwvfTlHMQRmSAvxf_,https://drive.google.com/file/d/1M2SCME9iJsycEVmVwvfTlHMQRmSAvxf_/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-EFG.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1xmRrfXK2_6f_v0diREFoSVE94KYn3yMC,https://drive.google.com/file/d/1xmRrfXK2_6f_v0diREFoSVE94KYn3yMC/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-HIJK.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1FSDuJFCISvIIPsd_ZPJskMcV1Ox3pEq4,https://drive.google.com/file/d/1FSDuJFCISvIIPsd_ZPJskMcV1Ox3pEq4/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-L.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1IkO3Ts2_Msal1vEVyE6d8xyqgvjFVXT9,https://drive.google.com/file/d/1IkO3Ts2_Msal1vEVyE6d8xyqgvjFVXT9/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-M1.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1IniiWYu29dcKNfAS_7znBOcyKZgIMtqd,https://drive.google.com/file/d/1IniiWYu29dcKNfAS_7znBOcyKZgIMtqd/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-M2.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,14Dh1UZcxuLw0_q-k61EbZ5Evgz37IlGL,https://drive.google.com/file/d/14Dh1UZcxuLw0_q-k61EbZ5Evgz37IlGL/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-NOP.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1HkXkkv1nUvWacaeBcB6jKlePygPOd1x7,https://drive.google.com/file/d/1HkXkkv1nUvWacaeBcB6jKlePygPOd1x7/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-RS.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1jOCNmn75IoESCmRvZucfa7Tke3CYOsfe,https://drive.google.com/file/d/1jOCNmn75IoESCmRvZucfa7Tke3CYOsfe/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-S.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1eejoNtYMtlc1If3j7c2DfFWl8yiiQfng,https://drive.google.com/file/d/1eejoNtYMtlc1If3j7c2DfFWl8yiiQfng/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-TU.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1OxXH1wmEgGm7I81MW1tfl2qJD1qymg8x,https://drive.google.com/file/d/1OxXH1wmEgGm7I81MW1tfl2qJD1qymg8x/view?usp=drivesdk
Reincarnation,Google Drive,Buddhist-Sutra-Collection-VY.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,108wcv7dB4TtNH-3ODq68Wnn6a2SiiKgE,https://drive.google.com/file/d/108wcv7dB4TtNH-3ODq68Wnn6a2SiiKgE/view?usp=drivesdk
Reincarnation,Google Drive,Essential-Themes-of-Buddhist-Lectures.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,17b7ulhLjMGirqBaSq_CwVsM7kX5dsrLc,https://drive.google.com/file/d/17b7ulhLjMGirqBaSq_CwVsM7kX5dsrLc/view?usp=drivesdk
Reincarnation,Google Drive,Manly P. Hall - REINCARNATION The Cycle of Necessity.pdf,reincarnation,4,blackswanreprise,Manly P. Hall Collection,unknown,INDEX_ONLY,metadata_only,article,1sS3trpc8yTvi7GF0FwGsAnj9DZOGzxH0,https://drive.google.com/file/d/1sS3trpc8yTvi7GF0FwGsAnj9DZOGzxH0/view?usp=drivesdk
Reincarnation,Google Drive,Tantric-Texts-Series-07-Shri-Chakrasambhara-Buddhist-Tantra-Arthur-Avalon-1919.pdf,buddhist_continuity,4,blackswanreprise,"Buddhism & Eastern Philosophy; Hinduism, Yoga & Tantra; Ancient Civilisations; Arthur Avalon Collection",unknown,INDEX_ONLY,metadata_only,article,1xe3rwgVnL5sJqpecS254urWU_KJaddLO,https://drive.google.com/file/d/1xe3rwgVnL5sJqpecS254urWU_KJaddLO/view?usp=drivesdk
Reincarnation,Google Drive,The Buddhist Monastic Code,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,unknown,13K7eQvLdT39aB1KpZsjaQFbSyDsNRkXM,https://drive.google.com/drive/folders/13K7eQvLdT39aB1KpZsjaQFbSyDsNRkXM
Reincarnation,Google Drive,The-Buddhist-Monastic-Code-I.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1au_IyFWznRwQSmWX5r0O7BGHk9ufl0B2,https://drive.google.com/file/d/1au_IyFWznRwQSmWX5r0O7BGHk9ufl0B2/view?usp=drivesdk
Reincarnation,Google Drive,The-Buddhist-Monastic-Code-II.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1ar6FVRSbm5ZYlrCFs2DVY0pF3fdnW_nH,https://drive.google.com/file/d/1ar6FVRSbm5ZYlrCFs2DVY0pF3fdnW_nH/view?usp=drivesdk
Reincarnation,Google Drive,The-Buddhist-Way.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Zyz5JBS7D_LDQxZrDWHz7m4XT5-MvAZ1,https://drive.google.com/file/d/1Zyz5JBS7D_LDQxZrDWHz7m4XT5-MvAZ1/view?usp=drivesdk
Reincarnation,Google Drive,The-Concise-Buddhist-Monastic-Code.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,10dEjuK5STet7csMiuBOW8Tb3HDzeCjZx,https://drive.google.com/file/d/10dEjuK5STet7csMiuBOW8Tb3HDzeCjZx/view?usp=drivesdk
Saṃsāra,Google Drive,A-Modern-Commentary-on-Karma-Lingpas-Zhi-Kro-Teachings-on-the-peaceful-and-wrathfull-deities.pdf,karma|buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1wkjKRvHvVCgA3uDhiSflcqd5b-nn-dCK,https://drive.google.com/file/d/1wkjKRvHvVCgA3uDhiSflcqd5b-nn-dCK/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist Legends,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Mythology & Folklore,unknown,INDEX_ONLY,metadata_only,unknown,167o_MJPk1uI3wqqySNI3CrFQRRKtie0j,https://drive.google.com/drive/folders/167o_MJPk1uI3wqqySNI3CrFQRRKtie0j
Saṃsāra,Google Drive,Buddhist Suttas A-Z,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,unknown,1aSYN2HQz5WEUL-YOcV9wpnnAgCMAnzlZ,https://drive.google.com/drive/folders/1aSYN2HQz5WEUL-YOcV9wpnnAgCMAnzlZ
Saṃsāra,Google Drive,Buddhist-Legends-1.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Mythology & Folklore,unknown,INDEX_ONLY,metadata_only,article,1yDTHSNrrXapvZA-3BFpWMcuR-BK-oJ6H,https://drive.google.com/file/d/1yDTHSNrrXapvZA-3BFpWMcuR-BK-oJ6H/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Legends-2.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Mythology & Folklore,unknown,INDEX_ONLY,metadata_only,article,149977AH226c4hkfHHHNhuxzULeprE12s,https://drive.google.com/file/d/149977AH226c4hkfHHHNhuxzULeprE12s/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Legends-3.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Mythology & Folklore,unknown,INDEX_ONLY,metadata_only,article,1-K0qVFJpWza3Nc3SKqdnGFlhZRQiUavp,https://drive.google.com/file/d/1-K0qVFJpWza3Nc3SKqdnGFlhZRQiUavp/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Meditation-and-Depth-Psychology.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,1NP_4Udrp9fd5xqRVzqezmzhzEDnKX2tb,https://drive.google.com/file/d/1NP_4Udrp9fd5xqRVzqezmzhzEDnKX2tb/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Scriptures-by-Edward-Conze.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1qQOj_E9czNhgOkyBcQpxyz4cr4ZpJ_c8,https://drive.google.com/file/d/1qQOj_E9czNhgOkyBcQpxyz4cr4ZpJ_c8/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-A1.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1gGndeLNNEmiYnmTkSAnt-YQriWY0qreP,https://drive.google.com/file/d/1gGndeLNNEmiYnmTkSAnt-YQriWY0qreP/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-A2.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1qamZ5rST0_mSS-NLLCyuZC508opXi6Bk,https://drive.google.com/file/d/1qamZ5rST0_mSS-NLLCyuZC508opXi6Bk/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-B.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Alls_ENJfS9AY6nskw4eMeIwi8Z9QoDT,https://drive.google.com/file/d/1Alls_ENJfS9AY6nskw4eMeIwi8Z9QoDT/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-C.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1eR33MFggj_ekD_5uYdTLl_NoBc8vYnlr,https://drive.google.com/file/d/1eR33MFggj_ekD_5uYdTLl_NoBc8vYnlr/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-D.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1M2SCME9iJsycEVmVwvfTlHMQRmSAvxf_,https://drive.google.com/file/d/1M2SCME9iJsycEVmVwvfTlHMQRmSAvxf_/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-EFG.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1xmRrfXK2_6f_v0diREFoSVE94KYn3yMC,https://drive.google.com/file/d/1xmRrfXK2_6f_v0diREFoSVE94KYn3yMC/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-HIJK.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1FSDuJFCISvIIPsd_ZPJskMcV1Ox3pEq4,https://drive.google.com/file/d/1FSDuJFCISvIIPsd_ZPJskMcV1Ox3pEq4/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-L.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1IkO3Ts2_Msal1vEVyE6d8xyqgvjFVXT9,https://drive.google.com/file/d/1IkO3Ts2_Msal1vEVyE6d8xyqgvjFVXT9/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-M1.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1IniiWYu29dcKNfAS_7znBOcyKZgIMtqd,https://drive.google.com/file/d/1IniiWYu29dcKNfAS_7znBOcyKZgIMtqd/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-M2.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,14Dh1UZcxuLw0_q-k61EbZ5Evgz37IlGL,https://drive.google.com/file/d/14Dh1UZcxuLw0_q-k61EbZ5Evgz37IlGL/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-NOP.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1HkXkkv1nUvWacaeBcB6jKlePygPOd1x7,https://drive.google.com/file/d/1HkXkkv1nUvWacaeBcB6jKlePygPOd1x7/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-RS.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1jOCNmn75IoESCmRvZucfa7Tke3CYOsfe,https://drive.google.com/file/d/1jOCNmn75IoESCmRvZucfa7Tke3CYOsfe/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-S.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1eejoNtYMtlc1If3j7c2DfFWl8yiiQfng,https://drive.google.com/file/d/1eejoNtYMtlc1If3j7c2DfFWl8yiiQfng/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-TU.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1OxXH1wmEgGm7I81MW1tfl2qJD1qymg8x,https://drive.google.com/file/d/1OxXH1wmEgGm7I81MW1tfl2qJD1qymg8x/view?usp=drivesdk
Saṃsāra,Google Drive,Buddhist-Sutra-Collection-VY.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,108wcv7dB4TtNH-3ODq68Wnn6a2SiiKgE,https://drive.google.com/file/d/108wcv7dB4TtNH-3ODq68Wnn6a2SiiKgE/view?usp=drivesdk
Saṃsāra,Google Drive,Essential-Themes-of-Buddhist-Lectures.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,17b7ulhLjMGirqBaSq_CwVsM7kX5dsrLc,https://drive.google.com/file/d/17b7ulhLjMGirqBaSq_CwVsM7kX5dsrLc/view?usp=drivesdk
Saṃsāra,Google Drive,Karma-Yoga-by-Swami-Vivekananda.pdf,karma|buddhist_continuity,4,blackswanreprise,"Buddhism & Eastern Philosophy; Hinduism, Yoga & Tantra",unknown,INDEX_ONLY,metadata_only,article,1CCvl19q-ouuwKlPtvWTctCm3uOMKzDk2,https://drive.google.com/file/d/1CCvl19q-ouuwKlPtvWTctCm3uOMKzDk2/view?usp=drivesdk
Saṃsāra,Google Drive,Karma-and-Chaos.pdf,karma|buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1gtxC_YlW5F6kSwyqFnlO38C-zL8wBFQO,https://drive.google.com/file/d/1gtxC_YlW5F6kSwyqFnlO38C-zL8wBFQO/view?usp=drivesdk
Saṃsāra,Google Drive,Manly P. Hall - REINCARNATION The Cycle of Necessity.pdf,reincarnation,4,blackswanreprise,Manly P. Hall Collection,unknown,INDEX_ONLY,metadata_only,article,1sS3trpc8yTvi7GF0FwGsAnj9DZOGzxH0,https://drive.google.com/file/d/1sS3trpc8yTvi7GF0FwGsAnj9DZOGzxH0/view?usp=drivesdk
Saṃsāra,Google Drive,Tantric-Texts-Series-07-Shri-Chakrasambhara-Buddhist-Tantra-Arthur-Avalon-1919.pdf,buddhist_continuity,4,blackswanreprise,"Buddhism & Eastern Philosophy; Hinduism, Yoga & Tantra; Ancient Civilisations; Arthur Avalon Collection",unknown,INDEX_ONLY,metadata_only,article,1xe3rwgVnL5sJqpecS254urWU_KJaddLO,https://drive.google.com/file/d/1xe3rwgVnL5sJqpecS254urWU_KJaddLO/view?usp=drivesdk
Saṃsāra,Google Drive,The Buddhist Monastic Code,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,unknown,13K7eQvLdT39aB1KpZsjaQFbSyDsNRkXM,https://drive.google.com/drive/folders/13K7eQvLdT39aB1KpZsjaQFbSyDsNRkXM
Saṃsāra,Google Drive,The-Buddhist-Monastic-Code-I.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1au_IyFWznRwQSmWX5r0O7BGHk9ufl0B2,https://drive.google.com/file/d/1au_IyFWznRwQSmWX5r0O7BGHk9ufl0B2/view?usp=drivesdk
Saṃsāra,Google Drive,The-Buddhist-Monastic-Code-II.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1ar6FVRSbm5ZYlrCFs2DVY0pF3fdnW_nH,https://drive.google.com/file/d/1ar6FVRSbm5ZYlrCFs2DVY0pF3fdnW_nH/view?usp=drivesdk
Saṃsāra,Google Drive,The-Buddhist-Way.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Zyz5JBS7D_LDQxZrDWHz7m4XT5-MvAZ1,https://drive.google.com/file/d/1Zyz5JBS7D_LDQxZrDWHz7m4XT5-MvAZ1/view?usp=drivesdk
Saṃsāra,Google Drive,The-Concise-Buddhist-Monastic-Code.pdf,buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,10dEjuK5STet7csMiuBOW8Tb3HDzeCjZx,https://drive.google.com/file/d/10dEjuK5STet7csMiuBOW8Tb3HDzeCjZx/view?usp=drivesdk
Saṃsāra,Google Drive,The-Karma-of-Questions.pdf,karma|buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Eh2E9I5Pm6WmFWWzI5UQ64fNp9JUr3c8,https://drive.google.com/file/d/1Eh2E9I5Pm6WmFWWzI5UQ64fNp9JUr3c8/view?usp=drivesdk
Saṃsāra,Google Drive,Theory-of-Karman-in-Indian-Thought.pdf,karma|buddhist_continuity,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Jh9awM_eLUPP-ea5C2O9UIlyu1HKUkXE,https://drive.google.com/file/d/1Jh9awM_eLUPP-ea5C2O9UIlyu1HKUkXE/view?usp=drivesdk
Twenty Cases Suggestive of Reincarnation,Google Drive,Manly P. Hall - REINCARNATION The Cycle of Necessity.pdf,reincarnation,4,blackswanreprise,Manly P. Hall Collection,unknown,INDEX_ONLY,metadata_only,article,1sS3trpc8yTvi7GF0FwGsAnj9DZOGzxH0,https://drive.google.com/file/d/1sS3trpc8yTvi7GF0FwGsAnj9DZOGzxH0/view?usp=drivesdk
Twenty Cases Suggestive of Reincarnation,Google Drive,The-Truth-of-Rebirth.pdf,reincarnation,4,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1twa14cyhqZqFqd1jS9tW3c5xRHXO1czd,https://drive.google.com/file/d/1twa14cyhqZqFqd1jS9tW3c5xRHXO1czd/view?usp=drivesdk
Karma,Google Drive,04.SacredBooksEast.VarOrSch.v4.Muller.Zor_.Darmesteter.ZendAvesta.p1.2nd.1880.1895..pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Mysticism & Spirituality; Ancient Civilisations,unknown,INDEX_ONLY,metadata_only,article,1GmkINy2VjMKvm06Fq7Xvlxp-xBHSL5HQ,https://drive.google.com/file/d/1GmkINy2VjMKvm06Fq7Xvlxp-xBHSL5HQ/view?usp=drivesdk
Karma,Google Drive,23.SacredBooksEast.VarOrSch.v23.Muller.Zor_.Darmesteter.ZendAvesta.p2.SirYastsNya.Oxf_.1883..pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Mysticism & Spirituality; Ancient Civilisations,unknown,INDEX_ONLY,metadata_only,article,1o961f0HWrIV4GlTq6_imJspOg0xYhMYG,https://drive.google.com/file/d/1o961f0HWrIV4GlTq6_imJspOg0xYhMYG/view?usp=drivesdk
Karma,Google Drive,31.SacredBooksEast.VarOrSch.v31.Muller.Zor_.Mills_.ZendAvesta.p3.YasVisAfriGahs.MiscFrag.Oxf_.1887..pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Mysticism & Spirituality; Ancient Civilisations,unknown,INDEX_ONLY,metadata_only,article,1wGLyh-c2Prhw5c94PDyw0TqKii6eO-X1,https://drive.google.com/file/d/1wGLyh-c2Prhw5c94PDyw0TqKii6eO-X1/view?usp=drivesdk
Karma,Google Drive,A-Brief-Overview-of-the-Bardo.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1XaUmG86Svvoyup92F7udKohmRXnvRAuY,https://drive.google.com/file/d/1XaUmG86Svvoyup92F7udKohmRXnvRAuY/view?usp=drivesdk
Karma,Google Drive,A-Chanting-Guide.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1iyifg5HFsmCxoaKOC2ZT2r8wo1SUJZcx,https://drive.google.com/file/d/1iyifg5HFsmCxoaKOC2ZT2r8wo1SUJZcx/view?usp=drivesdk
Karma,Google Drive,A-Collection-Of-Studies-On-The-Tibetan-Bon-Tradition.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1uEEb92zRkj3jYnvt04d4i8WAn2WT3PxD,https://drive.google.com/file/d/1uEEb92zRkj3jYnvt04d4i8WAn2WT3PxD/view?usp=drivesdk
Karma,Google Drive,A-Commentary-on-Attitude-Training-Like-the-Rays-of-the-Sun.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1HgV4vrGuIM7HH9J8OQtnMm9NXh3iSBvN,https://drive.google.com/file/d/1HgV4vrGuIM7HH9J8OQtnMm9NXh3iSBvN/view?usp=drivesdk
Karma,Google Drive,A-Dhammapada-for-Contemplation-Ajahn-Munindo.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1sIrLOMrvctuRzGOu3POOU3Lga7UbMqDG,https://drive.google.com/file/d/1sIrLOMrvctuRzGOu3POOU3Lga7UbMqDG/view?usp=drivesdk
